1879 Amedee-Bollee Marie-Anne | Speed | 18 kmph
1989 Porsche 911 (964) | Power | 250 hp
1989 Porsche 911 Carrera 2 & 4 | Volume | 3600 cc
1989 Porsche 911 Carrera 2 & 4 | Power | 250 bhp @ 6100 rpm
1989 Porsche 911 Carrera 2 & 4 | Torque | 310 nm @ 4800 rpm
1989 Porsche 911 Carrera 2 & 4 | Compression ratio | 11.3
1989 Porsche 911 Carrera 2 & 4 | Weight | 1450 kg
1989 Porsche 911 Carrera 2 & 4 | Length | 4250 mm
1989 Porsche 911 Carrera 2 & 4 | Width | 1651 mm
1989 Porsche 911 Carrera 2 & 4 | Front track | 1379 mm
1989 Porsche 911 Carrera 2 & 4 | Rear track | 1374 mm
1989 Porsche 911 Carrera 2 & 4 | Wheelbase | 2271 mm
1989 Porsche 911 Carrera 4 | Volume | 3600 cc
1989 Porsche 911 Carrera 4 | Cylinders | B6
1989 Porsche 911 Carrera 4 | Compressor | no
1989 Porsche 911 Carrera 4 | Power | 250 hp
1989 Porsche 911 Carrera 4 | Torque | 228 lb-ft
1989 Porsche 911 Carrera 4 | Valves per cylinder | 2
1989 Porsche 911 Carrera 4 | Speed | 161 mph
1989 Porsche 911 Carrera 4 | 0-60 mph | 5.2 s
1989 Porsche 911 Carrera 4 | Weight | 1460 kg
1989 Porsche 911 Carrera 4 | Engine placement | rear
1989 Porsche 911 Carrera 4 | Gears | 5
1989 Porsche 911 Carrera 4 | Drive | full
1989 Porsche 911 Carrera 4 (964) | Volume | 3600 cc
1989 Porsche 911 Carrera 4 (964) | Volume | 3.6 L
1989 Porsche 911 Carrera 4 (964) | Power | 250 hp
1989 Porsche 911 Carrera 4 (964) | Power | 250 hp
1989 Porsche 911 Carrera 4 (964) | Fuel feed | injection Bosch Motroniс
1989 Porsche 911 Carrera 4 (964) | Compression ratio | 11.3
1989 Porsche 911 Carrera 4 (964) | Speed | 161 mph
1989 Porsche 911 Carrera 4 (964) | 0-60 mph | 5.2 s
1989 Porsche 911 Carrera 4 (964) | Weight | 1460 kg
1989 Porsche 911 Carrera 4 (964) | Cx | 0.320
1989 Porsche 911 Carrera 4 (964) | Drive | full
1989 Porsche 911 Carrera 4 (964) | Drive | rear
1989 Porsche 911 Carrera 4 (964) | Drive | full
1989 Porsche 911 Speedster | Count | 2100
1989 Porsche 911 Speedster | Count | 2065
1989 Porsche 911 Speedster | Volume | 3.2 L
1989 Porsche 911 Speedster | Volume | 3.2 L
1989 Porsche 911 Speedster | Power | 217 hp
1989 Porsche 911 Speedster | Gears | 5 manual
1989 Porsche 911 Speedster (european) | Weight | 1180 kg
1989 Porsche 911 Speedster (US) | Weight | 1210 kg
1989 Porsche 911 turbo 3.3 | Volume | 3299 cc
1989 Porsche 911 turbo 3.3 | Cylinders | 6
1989 Porsche 911 turbo 3.3 | Cylinders | 6
1989 Porsche 911 turbo 3.3 | Compressor | turbo
1989 Porsche 911 turbo 3.3 | Power | 300 hp
1989 Porsche 911 turbo 3.3 | Torque | 317 lb-ft
1989 Porsche 911 turbo 3.3 | Valves per cylinder | 2
1989 Porsche 911 turbo 3.3 | Speed | 158 mph
1989 Porsche 911 turbo 3.3 | 0-60 mph | 4.9 s
1989 Porsche 911 turbo 3.3 | Weight | 1385 kg
1989 Porsche 911 turbo 3.3 | Engine placement | rear
1989 Porsche 911 turbo 3.3 | Gears | 5
1989 Porsche 911 turbo 3.3 | Drive | rear
1989 Porsche 928 GT | Price | 76500 USD
1989 Porsche 928 GT | Volume | 4898 cc
1989 Porsche 928 GT | Volume | 5 L
1989 Porsche 928 GT | Volume | 5 L
1989 Porsche 928 GT | Cylinders | V8
1989 Porsche 928 GT | Cylinders | V8
1989 Porsche 928 GT | Power | 326 hp
1989 Porsche 928 GT | Power | 330 hp @ 6200 rpm
1989 Porsche 928 GT | Power | 330 hp
1989 Porsche 928 GT | Power | 330 hp
1989 Porsche 928 GT | Torque | 430 nm @ 4100 rpm
1989 Porsche 928 GT | Fuel | petrol
1989 Porsche 928 GT | Compression ratio | 10.4
1989 Porsche 928 GT | Valves per cylinder | 4
1989 Porsche 928 GT | Speed | 275 kmph
1989 Porsche 928 GT | 0-100 kmph | 5.8 s
1989 Porsche 928 GT | Fuel consumption | 9.7 L/100km
1989 Porsche 928 GT | Fuel consumption | 21.9 L/100km
1989 Porsche 928 GT | Weight | 1580 kg
1989 Porsche 928 GT | Length | 4448 mm
1989 Porsche 928 GT | Width | 1836 mm
1989 Porsche 928 GT | Height | 1313 mm
1989 Porsche 928 GT | Seats | 4
1989 Porsche 928 GT | Fuel tank | 86 L
1989 Porsche 928 GT | Front track | 1554 mm
1989 Porsche 928 GT | Rear track | 1514 mm
1989 Porsche 928 GT | Wheelbase | 2500 mm
1989 Porsche 928 GT | Clearance | 100 mm
1989 Porsche 928 GT | Engine placement | front
1989 Porsche 928 GT | Rear brakes | ventilated disc
1989 Porsche 928 GT | Front brakes | ventilated disc
1989 Porsche 928 GT | Front tyres | 225/50 ZR16
1989 Porsche 928 GT | Rear tyres | 245/45 ZR16
1989 Porsche 928 GT | Wheels | 9x16
1989 Porsche 928 GT | Gears | 5 manual
1989 Porsche 928 GT | Gears | 5 auto
1989 Porsche 928 GT | Drive | rear
1989 Porsche 930 Anniversary | Count | 300
1989 Porsche 930 Speedster | Count | 2100
1989 Porsche 930 Speedster | Volume | 3.2 L
1989 Porsche 930 Speedster | Power | 217 hp
1989 Porsche 930 Speedster | Gears | 5
1989 Porsche 944 | Volume | 2688 cc
1989 Porsche 944 | Power | 162 hp @ 5800 rpm
1989 Porsche 944 | Compression ratio | 10.9
1989 Porsche 944 | Bore | 104 mm
1989 Porsche 944 | Stroke | 78.9 mm
1989 Porsche 944 | Weight | 1197 kg
1989 Porsche 944 2.7 | Volume | 2.7 L
1989 Porsche 944 2.7 | Bore | 102 mm
1989 Porsche 944 S2 | Volume | 3000 cc
1989 Porsche 944 S2 | Power | 208 hp @ 5800 rpm
1989 Porsche 944 S2 | Compression ratio | 10.9
1989 Porsche 944 S2 | Bore | 104 mm
1989 Porsche 944 S2 | Stroke | 87.8 mm
1989 Porsche 944 S2 | Weight | 1197 kg
1989 Porsche 944 Turbo | Volume | 2479 cc
1989 Porsche 944 Turbo | Power | 247 hp @ 6000 rpm
1989 Porsche 944 Turbo | Compression ratio | 8.0
1989 Porsche 944 Turbo | Bore | 100 mm
1989 Porsche 944 Turbo | Stroke | 78.9 mm
1989 Porsche 944 Turbo | Weight | 1252 kg
1989 Porsche Carrera 4 964 | Volume | 3600 cc
1989 Porsche Carrera 4 964 | Cylinders | B6
1989 Porsche Carrera 4 964 | Power | 247 hp @ 6100 rpm
1989 Porsche Carrera 4 964 | Compression ratio | 11.3
1989 Porsche Carrera 4 964 | Speed | 162 mph
1989 Porsche Carrera 4 964 | 0-100 kmph | 5.5 s
1989 Porsche Carrera 4 964 | Weight | 1475 kg
1989 Porsche Carrera 4 964 | Length | 4275 mm
1989 Porsche Carrera 4 964 | Width | 1652 mm
1989 Porsche Carrera 4 964 | Height | 1320 mm
1989 Porsche Carrera 4 964 | Wheelbase | 2270 mm
1989 Porsche Carrera 4 964 | Engine placement | rear
1989 Porsche Carrera 4 964 | Brakes | disc
1989 Porsche Carrera 4 964 | Gears | 5 manual
1989 Porsche Carrera 4 964 | Gears | 4 auto
1989 Volkswagen Golf Country | Drive | full
1989 Volkswagen Golf GTi G60 | Volume | 1.8 L
1989 Volkswagen Golf GTi G60 | Power | 160 hp
1989 Volkswagen Golf GTi G60 | Drive | full
1989 Volkswagen Golf Rally | Volume | 1.8 L
1989 Volkswagen Golf Rally | Power | 160 hp
1989 Volkswagen Golf Rally | Drive | full
1989-05 Audi Coupe 3A | Volume | 2 L
1989-05 Audi Coupe 3A | Power | 85 kW
1989-05 Audi Coupe 3A | Fuel | petrol
1989-05 Audi Coupe 3A | Gears | 5 manual
1989-05 Audi Coupe 3A | Gears | 3 auto
1989-08 Audi 80 | Body | sedan
1989-08 Audi 80 | Doors | 4
1989-08 Audi Coupe | Gears | 5 manual
1989-08 Audi Coupe | Gears | 4 auto
1989-08 Audi Coupe 1.8 DZ | Volume | 1.8 L
1989-08 Audi Coupe 1.8 DZ | Power | 82 kW
1989-08 Audi Coupe 1.8 DZ | Fuel | petrol
1989-08 Audi Coupe 2.0 | Volume | 2 L
1989-08 Audi Coupe 2.0 | Power | 118 kW
1989-08 Audi Coupe 2.0 | Fuel | petrol
1989-08 Audi Coupe 2.3 | Volume | 2.3 L
1989-08 Audi Coupe 2.3 | Power | 125 kW
1989-08 Audi Coupe 2.3 | Fuel | petrol
1989-08 Audi Coupe DZ | Gears | 5 manual
1989-09 BMW 8 Series | Power | 300 hp
1989-09 BMW 8 Series | Body | coupe
1989-10 Opel Senator 3.0i CD (B) | Volume | 3 L
1989-10 Opel Senator 3.0i CD (B) | Power | 204 hp
1989-10 Opel Senator 3.0i CD (B) | Fuel feed | injection
1990 BMW 850i | Body | coupe
1990 Bugatti EB 110 | Volume | 3.5 L
1990 Bugatti EB 110 | Volume | 3500 cc
1990 Bugatti EB 110 | Cylinders | V12
1990 Bugatti EB 110 | Compressor | turbo
1990 Bugatti EB 110 | Power | 553 hp
1990 Bugatti EB 110 | Power | 560 hp @ 8000 rpm
1990 Bugatti EB 110 | Compression ratio | 7.5
1990 Bugatti EB 110 | Valves per cylinder | 5
1990 Bugatti EB 110 | Speed | 352 kmph
1990 Bugatti EB 110 | 0-100 kmph | 3.4 s
1990 Bugatti EB 110 | 0-100 kmph | 4.3 s
1990 Bugatti EB 110 | 0-180 kmph | 10.8 s
1990 Bugatti EB 110 | Weight | 1550 kg
1990 Bugatti EB 110 | Length | 4400 mm
1990 Bugatti EB 110 | Width | 1960 mm
1990 Bugatti EB 110 | Height | 1125 mm
1990 Bugatti EB 110 | Front track | 1550 mm
1990 Bugatti EB 110 | Rear track | 1618 mm
1990 Bugatti EB 110 | Wheelbase | 2550 mm
1990 Bugatti EB 110 | Clearance | 100 mm
1990 Bugatti EB 110 | Engine placement | center
1990 Bugatti EB 110 | Gears | 6 manual
1990 Bugatti EB 110 | Drive | full
1990 Honda NSX-R | Volume | 3.2 L
1990 Honda NSX-R | Cylinders | V6
1990 Honda NSX-R | Power | 280 hp
1990 Honda NSX-R | Torque | 304 nm @ 5300 rpm
1990 Honda NSX-R | Compression ratio | 10.2
1990 Honda NSX-R | Speed | 280 kmph
1990 Honda NSX-R | 0-100 kmph | 4.9 s
1990 Honda NSX-R | 0-200 kmph | 18.2 s
1990 Honda NSX-R | Weight | 1270 kg
1990 Honda NSX-R | Length | 4.43 m
1990 Honda NSX-R | Width | 1.81 m
1990 Honda NSX-R | Height | 1.16 m
1990 Honda NSX-R | Front track | 1.51 m
1990 Honda NSX-R | Rear track | 1.54 m
1990 Honda NSX-R | Wheelbase | 2.53 m
1990 Honda NSX-R | Engine placement | center
1990 Honda NSX-R | Gears | 6
1990 Honda NSX-R | Drive | rear
1990 Jaguar Sovereign V12 | Volume | 5344 cc
1990 Jaguar Sovereign V12 | Cylinders | 12
1990 Jaguar Sovereign V12 | Torque | 377 nm @ 2750 rpm
1990 Jaguar Sovereign V12 | Fuel | petrol
1990 Jaguar Sovereign V12 | Compression ratio | 11.5
1990 Jaguar Sovereign V12 | Valves per cylinder | 2
1990 Jaguar Sovereign V12 | Speed | 223 kmph
1990 Jaguar Sovereign V12 | 0-100 kmph | 8.5 s
1990 Jaguar Sovereign V12 | Fuel consumption | 12.1 L/100km
1990 Jaguar Sovereign V12 | Fuel consumption | 20.8 L/100km
1990 Jaguar Sovereign V12 | Weight | 1785 kg
1990 Jaguar Sovereign V12 | Body | sedan
1990 Jaguar Sovereign V12 | Length | 4959 mm
1990 Jaguar Sovereign V12 | Width | 1377 mm
1990 Jaguar Sovereign V12 | Height | 1770 mm
1990 Jaguar Sovereign V12 | Seats | 4
1990 Jaguar Sovereign V12 | Doors | 4
1990 Jaguar Sovereign V12 | Fuel tank | 91 L
1990 Jaguar Sovereign V12 | Trunk size | 390 L
1990 Jaguar Sovereign V12 | Tyres | 215/70 VR15
1990 Jaguar Sovereign V12 | Drive | rear
1990 Lamborghini Diablo | Volume | 5.7 L
1990 Lamborghini Diablo | Cylinders | V12
1990 Lamborghini Diablo | Power | 492 hp
1990 Lamborghini Diablo | Speed | 320 kmph
1990 Porsche 911 | Power | 320 hp
1990 Porsche 911 Carrera 2 | Volume | 3600 cc
1990 Porsche 911 Carrera 2 | Cylinders | B6
1990 Porsche 911 Carrera 2 | Compressor | no
1990 Porsche 911 Carrera 2 | Power | 250 hp
1990 Porsche 911 Carrera 2 | Torque | 228 lb-ft
1990 Porsche 911 Carrera 2 | Valves per cylinder | 2
1990 Porsche 911 Carrera 2 | Speed | 164 mph
1990 Porsche 911 Carrera 2 | 0-60 mph | 5.1 s
1990 Porsche 911 Carrera 2 | Weight | 1380 kg
1990 Porsche 911 Carrera 2 | Engine placement | rear
1990 Porsche 911 Carrera 2 | Gears | 5
1990 Porsche 911 Carrera 2 | Drive | rear
1990 Porsche 911 Carrera 2 (964) | Volume | 3600 cc
1990 Porsche 911 Carrera 2 (964) | Power | 250 hp
1990 Porsche 911 Carrera 2 (964) | Speed | 161 mph
1990 Porsche 911 Carrera 2 (964) | 0-60 mph | 5.2 s
1990 Porsche 911 Carrera 2 (964) | Weight | 1460 kg
1990 Porsche 911 Carrera 2 (964) | Drive | rear
1990 Porsche 911 Carrera 2 (964) | Drive | rear
1990 Porsche 911 Carrera RS | Count | 2051
1990 Porsche 911 Carrera RS | Power | 260 bhp
1990 Porsche 911 Carrera RS | Weight | 1230 kg
1990 Porsche 911 Carrera RS | Wheels | 17
1990 Porsche 944 | Volume | 3000 cc
1990 Porsche 944 | Power | 208 hp @ 5800 rpm
1990 Porsche 944 | Compression ratio | 10.9
1990 Porsche 944 | Bore | 104 mm
1990 Porsche 944 | Stroke | 87.8 mm
1990 Porsche 944 | Weight | 1297 kg
1990 Porsche 964 Carrera | Volume | 3.6 L
1990 Porsche 964 Carrera | Cylinders | B6
1990 Porsche 964 Carrera | Power | 247 hp
1990 Porsche 964 Carrera | Speed | 162 mph
1990 Porsche 964 Carrera | 0-60 mph | 5.5 s
1990 Porsche 964 Carrera | Gears | 4 auto
1990 Porsche 964 Carrera | Gears | 5 manual
1990 Volkswagen Polo (3) | Volume | 1.6 L
1990-03 Opel Calibra | Volume | 2 L
1990-03 Opel Calibra | Volume | 2 L
1990-03 Opel Calibra | Power | 115 hp
1990-03 Opel Calibra | Fuel feed | injection
1990-03 Opel Calibra | Speed | 250 kmph
1990-03 Opel Calibra | 0-100 kmph | 7.8 s
1990-03 Opel Calibra | Fuel consumption | 10 L/100km
1990-03 Opel Calibra | Body | coupe
1990-03 Opel Calibra | Cx | 0.260
1990-03 Opel Calibra | Rear brakes | disc
1990-03 Opel Calibra | Front brakes | ventilated disc
1990-03 Opel Calibra | Gears | 4 auto
1990-03 Opel Calibra | Gears | 5 manual
1990-03 Opel Calibra | Gears | 6 manual
1990-03 Opel Calibra | Drive | front
1990-03 Opel Calibra | Drive | full
1990-08 Audi Coupe AAD | Volume | 2 L
1990-08 Audi Coupe AAD | Power | 85 kW
1990-08 Audi Coupe AAD | Fuel | petrol
1990-08 Audi Coupe AAD | Gears | 5 manual
1990-08 Audi Coupe AAD | Gears | 4 auto
1990-08 Opel Senator (B) | Volume | 2.6 L
1990-08 Opel Senator (B) | Power | 150 hp
1990-08 Opel Senator (B) | Fuel feed | injection
1990-09 Audi quattro S2 | Volume | 2.2 L
1990-09 Audi quattro S2 | Compressor | turbo
1990-09 Audi quattro S2 | Power | 162 kW
1990-09 Audi quattro S2 | Fuel | petrol
1990-09 Audi quattro S2 | Gears | 6 manual
1990-09 Porsche 911 Turbo | Volume | 3299 cc
1990-09 Porsche 911 Turbo | Volume | 3299 cc
1990-09 Porsche 911 Turbo | Compressor | turbo
1990-09 Porsche 911 Turbo | Compressor | turbo
1990-09 Porsche 911 Turbo | Power | 320 hp
1990-09 Porsche 911 Turbo | Power | 320 hp
1990-10 Opel Omega | Length | 4768 mm
1990-10 Opel Omega | Width | 1760 mm
1990-10 Opel Omega | Height | 1445 mm
1990-11 Opel Calibra | Volume | 2 L
1990-11 Opel Calibra | Cylinders | R4
1990-11 Opel Calibra | Power | 150 hp
1990-11 Opel Calibra | Fuel feed | injection
1990-11 Opel Calibra | Valves per cylinder | 4
1990-12 Audi 100 (C4) | Volume | 2.8 L
1990-12 Audi 100 (C4) | Cylinders | V6
1990-12 Audi 100 (C4) | Power | 174 hp
1990-12 Audi 100 (С4) | Volume | 2.8 L
1990-12 Audi 100 (С4) | Cylinders | V6
1990-12 Audi 100 (С4) | Power | 174 hp
1991 Acura NSX | Body | coupe
1991 Acura NSX-T | Volume | 2977 cc
1991 Acura NSX-T | Cylinders | V6
1991 Acura NSX-T | Power | 270 hp @ 7100 rpm
1991 Acura NSX-T | Torque | 285 nm @ 5300 rpm
1991 Acura NSX-T | Speed | 268.8 kmph
1991 Acura NSX-T | Weight | 1385 kg
1991 Acura NSX-T | Length | 4405 mm
1991 Acura NSX-T | Width | 1810 mm
1991 Acura NSX-T | Height | 1170 mm
1991 Acura NSX-T | Front track | 1509 mm
1991 Acura NSX-T | Rear track | 1529 mm
1991 Acura NSX-T | Wheelbase | 2530 mm
1991 Acura NSX-T | Engine placement | center
1991 Acura NSX-T | Brakes | ventilated disc
1991 Acura NSX-T | Gears | 5 manual
1991 Acura NSX-T | Drive | rear
1991 Audi 100 (C4) | Body | sedan
1991 Audi 100 (C4) | Body | wagon
1991 Audi 100 (C4) | Doors | 4
1991 Audi 80 (B4) | Wheels | 15
1991 Audi 80 (B4) | Wheels | 15
1991 Audi 80 (B4) | Drive | front
1991 Audi 80 (B4) "AAH" | Volume | 2.8 L
1991 Audi 80 (B4) "AAH" | Cylinders | V6
1991 Audi 80 (B4) "AAH" | Power | 174 hp
1991 Audi 80 (B4) "ABC" | Volume | 2.6 L
1991 Audi 80 (B4) "ABC" | Cylinders | V6
1991 Audi 80 (B4) "ABC" | Power | 150 hp
1991 Audi 80 2.6 (B4) | Volume | 2.6 L
1991 Audi 80 2.6 (B4) | Cylinders | V6
1991 Audi 80 2.8 (B4) | Volume | 2.8 L
1991 Audi 80 2.8 (B4) | Cylinders | V6
1991 Audi 90 (B4) | Volume | 2.8 L
1991 Audi Avus | Volume | 4785 cc
1991 Audi Avus | Cylinders | W12
1991 Audi Avus | Power | 354 hp @ 6300 rpm
1991 Audi Avus | Torque | 480 nm @ 3500 rpm
1991 Audi Avus | Bore | 81 mm
1991 Audi Avus | Stroke | 77.4 mm
1991 Audi Avus | Valves per cylinder | 5
1991 Audi Avus | Speed | 340 kmph
1991 Audi Avus | Weight | 1250 kg
1991 Audi Avus | Engine placement | center
1991 Audi Cabrio B4 (B4) | Volume | 1.6 L
1991 Audi Cabrio B4 (B4) | Volume | 1.8 L
1991 Audi Cabrio B4 (B4) | Volume | 1.9 L
1991 Audi Cabrio B4 (B4) | Volume | 2 L
1991 Audi Cabrio B4 (B4) | Volume | 2.3 L
1991 Audi Cabrio B4 (B4) | Volume | 2.6 L
1991 Audi Cabrio B4 (B4) | Volume | 2.8 L
1991 Audi Cabrio B4 (B4) | Cylinders | R4
1991 Audi Cabrio B4 (B4) | Cylinders | V6
1991 Audi Cabrio B4 (B4) | Compressor | no
1991 Audi Cabrio B4 (B4) | Compressor | turbo
1991 Audi Cabrio B4 (B4) | Power | 102 kW
1991 Audi Cabrio B4 (B4) | Power | 103 kW
1991 Audi Cabrio B4 (B4) | Power | 110 kW
1991 Audi Cabrio B4 (B4) | Power | 174 kW
1991 Audi Cabrio B4 (B4) | Power | 66 kW
1991 Audi Cabrio B4 (B4) | Power | 74 kW
1991 Audi Cabrio B4 (B4) | Power | 85 kW
1991 Audi Cabrio B4 (B4) | Power | 92 kW
1991 Audi Cabrio B4 (B4) | Power | 98 kW
1991 Audi Cabrio B4 (B4) | Fuel | diesel
1991 Audi Cabrio B4 (B4) | Fuel | petrol
1991 Audi Cabrio B4 (B4) | Body | cabriolet
1991 Audi Cabrio B4 (B4) | Length | 4366 mm
1991 Audi Cabrio B4 (B4) | Height | 1397 mm
1991 Audi Cabrio B4 (B4) | Doors | 2
1991 Audi Cabrio B4 (B4) | Gears | 5 manual
1991 Audi Cabrio B4 (B4) | Gears | 4 auto
1991 Audi V8 | Volume | 3.6 L
1991 Audi V8 | Volume | 4.2 L
1991 Audi V8 | Cylinders | V8
1991 Audi V8 | Power | 250 hp
1991 Audi V8 | Power | 280 hp
1991 Audi V8 | Torque | 400 nm @ 4000 rpm
1991 Audi V8 | Valves per cylinder | 4
1991 Audi V8 | 0-100 kmph | 6.8 s
1991 Audi V8 | Brakes | ventilated disc
1991 Audi V8 | Tyres | 215/60 R15
1991 Audi V8 | Tyres | 225/50 R16
1991 Audi V8 | Tyres | 245/40 R17
1991 Audi V8 | Wheels | 7.5Jx15
1991 Audi V8 | Wheels | 8Jx16
1991 Audi V8 | Wheels | 8Jx17
1991 Audi V8 | Gears | 4 auto
1991 Audi V8 | Gears | 6 manual
1991 Audi V8 | Drive | full
1991 De Tomaso Pantera GT5 | Volume | 5 L
1991 De Tomaso Pantera GT5 | Cylinders | V8
1991 De Tomaso Pantera GT5 | Power | 305 hp
1991 De Tomaso Pantera GT5 | Fuel feed | injection
1991 Jaguar XJ-S | Cylinders | V12
1991 Jaguar XJ-S | Body | coupe
1991 Jaguar XJ220 | Volume | 6.2 L
1991 Jaguar XJ220 | Cylinders | V12
1991 Jaguar XJ220 | Power | 500 hp
1991 Jaguar XJ220 | Drive | full
1991 Jaguar XJS | Cylinders | V12
1991 Jaguar XJS | Body | coupe
1991 Mazda 787B | Volume | 2622 cc
1991 Mazda 787B | Power | 700 hp @ 9000 rpm
1991 Mazda 787B | Weight | 845 kg
1991 Mazda 787B | Length | 4782 mm
1991 Mazda 787B | Width | 1994 mm
1991 Mazda 787B | Height | 1003 mm
1991 Mazda 787B | Front track | 1534 mm
1991 Mazda 787B | Rear track | 1504 mm
1991 Mazda 787B | Wheelbase | 2662 mm
1991 Mazda 787B | Engine placement | center
1991 Mazda 787B | Front tyres | 300/640x18
1991 Mazda 787B | Rear tyres | 355/710x18
1991 Mazda 787B | Gears | 5 manual
1991 Mazda 787B | Drive | rear
1991 Opel Astra (F) | Body | cabriolet
1991 Opel Astra (F) | Body | hatchback
1991 Opel Astra (F) | Body | sedan
1991 Opel Astra (F) | Body | van
1991 Opel Astra (F) | Body | wagon
1991 Opel Astra 1.4 (F) | Volume | 1.4 L
1991 Opel Astra 1.4 (F) | Power | 60 hp
1991 Opel Astra 1.4 (F) | Power | 80 hp
1991 Opel Astra 1.6 (F) | Volume | 1.6 L
1991 Opel Astra 1.6 (F) | Power | 75 hp
1991 Opel Astra 1.6 (F) | Power | 100 hp
1991 Opel Astra 1.7 (F) | Volume | 1.7 L
1991 Opel Astra 1.7 (F) | Compressor | turbo
1991 Opel Astra 1.7 (F) | Power | 68 hp
1991 Opel Astra 1.7 (F) | Power | 82 hp
1991 Opel Astra 1.7 (F) | Fuel | diesel
1991 Opel Astra 1.8 (F) | Volume | 1.8 L
1991 Opel Astra 1.8 (F) | Power | 115 hp
1991 Opel Astra 1.8 (F) | Valves per cylinder | 4
1991 Opel Astra 2.0 (F) | Volume | 2 L
1991 Opel Astra 2.0 (F) | Volume | 2 L
1991 Opel Astra 2.0 (F) | Power | 136 hp
1991 Opel Astra 2.0 (F) | Power | 150 hp
1991 Opel Astra 2.0 (F) | Valves per cylinder | 4
1991 Opel Calibra Turbo 4x4 | Volume | 1998 cc
1991 Opel Calibra Turbo 4x4 | Power | 204 hp @ 5600 rpm
1991 Opel Calibra Turbo 4x4 | Torque | 280 nm @ 2400 rpm
1991 Opel Calibra Turbo 4x4 | Valves per cylinder | 4
1991 Opel Calibra Turbo 4x4 | Speed | 245 kmph
1991 Opel Calibra Turbo 4x4 | 0-100 kmph | 6.9 s
1991 Opel Calibra Turbo 4x4 | Weight | 1375 kg
1991 Opel Calibra Turbo 4x4 | Length | 4490 mm
1991 Opel Calibra Turbo 4x4 | Width | 1690 mm
1991 Opel Calibra Turbo 4x4 | Height | 1320 mm
1991 Opel Calibra Turbo 4x4 | Front track | 1440 mm
1991 Opel Calibra Turbo 4x4 | Rear track | 1445 mm
1991 Opel Calibra Turbo 4x4 | Wheelbase | 2600 mm
1991 Opel Calibra Turbo 4x4 | Engine placement | front
1991 Opel Calibra Turbo 4x4 | Brakes | disc
1991 Opel Calibra Turbo 4x4 | Gears | 6 manual
1991 Opel Calibra Turbo 4x4 | Drive | full
1991 Opel Frontera (A) | Body | wagon 3
1991 Opel Frontera (A) | Body | wagon 5
1991 Opel Frontera 2.0 (A) | Volume | 2 L
1991 Opel Frontera 2.0 (A) | Fuel | petrol
1991 Opel Frontera 2.2 (A) | Volume | 2.2 L
1991 Opel Frontera 2.2 (A) | Fuel | petrol
1991 Opel Frontera 2.5 (A) | Volume | 2.5 L
1991 Opel Frontera 2.5 (A) | Compressor | turbo
1991 Opel Frontera 2.5 (A) | Fuel | diesel
1991 Porsche 911 Carrera RS | Power | 260 hp
1991 Porsche 911 turbo 3.3 (964) | Volume | 3.3 L
1991 Porsche 911 turbo 3.3 (964) | Compressor | turbo
1991 Porsche 911 turbo 3.3 (964) | Power | 320 hp
1991 Porsche 911 turbo 3.3 (964) | 0-60 mph | 4.7 s
1991 Porsche 928 GTS | Volume | 5.4 L
1991 Porsche 928 GTS | Volume | 5397 cc
1991 Porsche 928 GTS | Volume | 5397 cc
1991 Porsche 928 GTS | Power | 350 hp
1991 Porsche 928 GTS | Power | 350 hp
1991 Porsche 928 GTS | Power | 350 hp
1991 Porsche 928 GTS | Speed | 275 kmph
1991 Porsche 944 | Volume | 3000 cc
1991 Porsche 944 | Volume | 3 L
1991 Porsche 944 | Cylinders | 8
1991 Porsche 944 | Power | 208 hp @ 5800 rpm
1991 Porsche 944 | Power | 240 hp
1991 Porsche 944 | Compression ratio | 10.9
1991 Porsche 944 | Bore | 104 mm
1991 Porsche 944 | Stroke | 87.8 mm
1991 Porsche 944 | Weight | 1297 kg
1991 Porsche 964 Turbo | Compressor | turbo
1991 Porsche 968 | Volume | 2990 cc
1991 Porsche 968 | Volume | 3 L
1991 Porsche 968 | Volume | 3 L
1991 Porsche 968 | Cylinders | R4
1991 Porsche 968 | Cylinders | 8
1991 Porsche 968 | Power | 236 hp @ 6200 rpm
1991 Porsche 968 | Power | 240 hp
1991 Porsche 968 | Power | 240 hp
1991 Porsche 968 | Torque | 305 nm
1991 Porsche 968 | Torque | 305 nm @ 4100 rpm
1991 Porsche 968 | Fuel | petrol
1991 Porsche 968 | Compression ratio | 11.0
1991 Porsche 968 | Valves per cylinder | 4
1991 Porsche 968 | Speed | 252 kmph
1991 Porsche 968 | 0-100 kmph | 6.3 s
1991 Porsche 968 | Fuel consumption | 7.2 L/100km
1991 Porsche 968 | Fuel consumption | 14.8 L/100km
1991 Porsche 968 | Weight | 1370 kg
1991 Porsche 968 | Length | 4341 mm
1991 Porsche 968 | Width | 1735 mm
1991 Porsche 968 | Height | 1275 mm
1991 Porsche 968 | Seats | 4
1991 Porsche 968 | Fuel tank | 74 L
